file_path,frequency
wikimedia_Australia_images/133984.jpg,1
wikimedia_Australia_images/133526.jpg,1
wikimedia_Australia_images/133964.jpg,1
wikimedia_Australia_images/134209.jpg,1
wikimedia_Australia_images/134201.jpg,1
wikimedia_Australia_images/133340.jpg,1
wikimedia_Australia_images/133882.jpg,1
wikimedia_Australia_images/133962.jpg,1
wikimedia_Australia_images/133886.jpg,1
wikimedia_Australia_images/133762.jpg,1
wikimedia_Australia_images/134346.jpg,1
wikimedia_Australia_images/133485.jpg,1
wikimedia_Australia_images/133359.jpg,1
wikimedia_Australia_images/134321.jpg,1
wikimedia_Australia_images/134061.jpg,1
wikimedia_Australia_images/134052.jpg,1
wikimedia_Australia_images/133862.jpg,1
wikimedia_Australia_images/133856.jpg,1
wikimedia_Australia_images/133812.jpg,1
wikimedia_Australia_images/134295.jpg,1
wikimedia_Australia_images/134033.jpg,1
wikimedia_Australia_images/133596.jpg,1
wikimedia_Australia_images/133410.jpg,1
wikimedia_Australia_images/133520.jpg,1
wikimedia_Australia_images/134171.jpg,1
wikimedia_Australia_images/134353.jpg,1
wikimedia_Australia_images/133530.jpg,1
wikimedia_Australia_images/133546.jpg,1
wikimedia_Australia_images/133941.jpg,1
wikimedia_Australia_images/133883.jpg,1
wikimedia_Australia_images/133576.jpg,1
wikimedia_Australia_images/133903.jpg,1
wikimedia_Australia_images/133973.jpg,1
wikimedia_Australia_images/133609.jpg,1
wikimedia_Australia_images/133584.jpg,1
wikimedia_Australia_images/133599.jpg,1
wikimedia_Australia_images/134124.jpg,1
wikimedia_Australia_images/133435.jpg,1
wikimedia_Australia_images/133549.jpg,1
wikimedia_Australia_images/133565.jpg,1
wikimedia_Australia_images/133517.jpg,1
wikimedia_Australia_images/133421.jpg,1
wikimedia_Australia_images/133527.jpg,1
wikimedia_Australia_images/133597.jpg,1
wikimedia_Australia_images/133373.jpg,1
wikimedia_Australia_images/133587.jpg,1
wikimedia_Australia_images/134000.jpg,1
wikimedia_Australia_images/133366.jpg,1
wikimedia_Australia_images/134144.jpg,1
wikimedia_Australia_images/133702.jpg,1
wikimedia_Australia_images/133984.jpg,1
wikimedia_Australia_images/133526.jpg,1
wikimedia_Australia_images/133964.jpg,1
wikimedia_Australia_images/134209.jpg,1
wikimedia_Australia_images/134201.jpg,1
wikimedia_Australia_images/133340.jpg,1
wikimedia_Australia_images/133882.jpg,1
wikimedia_Australia_images/133962.jpg,1
wikimedia_Australia_images/133886.jpg,1
wikimedia_Australia_images/133762.jpg,1
wikimedia_Australia_images/134346.jpg,1
wikimedia_Australia_images/133485.jpg,1
wikimedia_Australia_images/133359.jpg,1
wikimedia_Australia_images/134321.jpg,1
wikimedia_Australia_images/134061.jpg,1
wikimedia_Australia_images/134052.jpg,1
wikimedia_Australia_images/133862.jpg,1
wikimedia_Australia_images/133856.jpg,1
wikimedia_Australia_images/133812.jpg,1
wikimedia_Australia_images/134295.jpg,1
wikimedia_Australia_images/134033.jpg,1
wikimedia_Australia_images/133596.jpg,1
wikimedia_Australia_images/133410.jpg,1
wikimedia_Australia_images/133520.jpg,1
wikimedia_Australia_images/134171.jpg,1
wikimedia_Australia_images/134353.jpg,1
wikimedia_Australia_images/133530.jpg,1
wikimedia_Australia_images/133546.jpg,1
wikimedia_Australia_images/133941.jpg,1
wikimedia_Australia_images/133883.jpg,1
wikimedia_Australia_images/133576.jpg,1
wikimedia_Australia_images/133903.jpg,1
wikimedia_Australia_images/133973.jpg,1
wikimedia_Australia_images/133609.jpg,1
wikimedia_Australia_images/133584.jpg,1
wikimedia_Australia_images/133599.jpg,1
wikimedia_Australia_images/134124.jpg,1
wikimedia_Australia_images/133435.jpg,1
wikimedia_Australia_images/133549.jpg,1
wikimedia_Australia_images/133565.jpg,1
wikimedia_Australia_images/133517.jpg,1
wikimedia_Australia_images/133421.jpg,1
wikimedia_Australia_images/133527.jpg,1
wikimedia_Australia_images/133597.jpg,1
wikimedia_Australia_images/133373.jpg,1
wikimedia_Australia_images/133587.jpg,1
wikimedia_Australia_images/134000.jpg,1
wikimedia_Australia_images/133366.jpg,1
wikimedia_Australia_images/134144.jpg,1
wikimedia_Australia_images/133702.jpg,1
wikimedia_Australia_images/133984.jpg,1
wikimedia_Australia_images/133526.jpg,1
wikimedia_Australia_images/133964.jpg,1
wikimedia_Australia_images/134209.jpg,1
wikimedia_Australia_images/134201.jpg,1
wikimedia_Australia_images/133340.jpg,1
wikimedia_Australia_images/133882.jpg,1
wikimedia_Australia_images/133962.jpg,1
wikimedia_Australia_images/133886.jpg,1
wikimedia_Australia_images/133762.jpg,1
wikimedia_Australia_images/134346.jpg,1
wikimedia_Australia_images/133485.jpg,1
wikimedia_Australia_images/133359.jpg,1
wikimedia_Australia_images/134321.jpg,1
wikimedia_Australia_images/134061.jpg,1
wikimedia_Australia_images/134052.jpg,1
wikimedia_Australia_images/133862.jpg,1
wikimedia_Australia_images/133856.jpg,1
wikimedia_Australia_images/133812.jpg,1
wikimedia_Australia_images/134295.jpg,1
wikimedia_Australia_images/134033.jpg,1
wikimedia_Australia_images/133596.jpg,1
wikimedia_Australia_images/133410.jpg,1
wikimedia_Australia_images/133520.jpg,1
wikimedia_Australia_images/134171.jpg,1
wikimedia_Australia_images/134353.jpg,1
wikimedia_Australia_images/133530.jpg,1
wikimedia_Australia_images/133546.jpg,1
wikimedia_Australia_images/133941.jpg,1
wikimedia_Australia_images/133883.jpg,1
wikimedia_Australia_images/133576.jpg,1
wikimedia_Australia_images/133903.jpg,1
wikimedia_Australia_images/133973.jpg,1
wikimedia_Australia_images/133609.jpg,1
wikimedia_Australia_images/133584.jpg,1
wikimedia_Australia_images/133599.jpg,1
wikimedia_Australia_images/134124.jpg,1
wikimedia_Australia_images/133435.jpg,1
wikimedia_Australia_images/133549.jpg,1
wikimedia_Australia_images/133565.jpg,1
wikimedia_Australia_images/133517.jpg,1
wikimedia_Australia_images/133421.jpg,1
wikimedia_Australia_images/133527.jpg,1
wikimedia_Australia_images/133597.jpg,1
wikimedia_Australia_images/133373.jpg,1
wikimedia_Australia_images/133587.jpg,1
wikimedia_Australia_images/134000.jpg,1
wikimedia_Australia_images/133366.jpg,1
wikimedia_Australia_images/134144.jpg,1
wikimedia_Australia_images/133702.jpg,1
wikimedia_Australia_images/134211.jpg,1
wikimedia_Australia_images/134206.jpg,1
wikimedia_Australia_images/134212.jpg,1
wikimedia_Australia_images/134270.jpg,1
wikimedia_Australia_images/134286.jpg,1
wikimedia_Australia_images/134234.jpg,1
wikimedia_Australia_images/134236.jpg,1
wikimedia_Australia_images/134302.jpg,1
wikimedia_Australia_images/133664.jpg,1
wikimedia_Australia_images/133670.jpg,1
wikimedia_Australia_images/133680.jpg,1
wikimedia_Australia_images/133631.jpg,1
wikimedia_Australia_images/133644.jpg,1
wikimedia_Australia_images/133663.jpg,1
wikimedia_Australia_images/133623.jpg,1
wikimedia_Australia_images/133696.jpg,1
wikimedia_Australia_images/133705.jpg,1
wikimedia_Australia_images/133803.jpg,1
wikimedia_Australia_images/133806.jpg,1
wikimedia_Australia_images/133849.jpg,1
wikimedia_Australia_images/133799.jpg,1
wikimedia_Australia_images/133804.jpg,1
wikimedia_Australia_images/133829.jpg,1
wikimedia_Australia_images/133837.jpg,1
wikimedia_Australia_images/133848.jpg,1
wikimedia_Australia_images/133822.jpg,1
wikimedia_Australia_images/133465.jpg,1
wikimedia_Australia_images/133431.jpg,1
wikimedia_Australia_images/133447.jpg,1
wikimedia_Australia_images/133480.jpg,1
wikimedia_Australia_images/133470.jpg,1
wikimedia_Australia_images/133478.jpg,1
wikimedia_Australia_images/133469.jpg,1
wikimedia_Australia_images/133479.jpg,1
wikimedia_Australia_images/133440.jpg,1
wikimedia_Australia_images/133393.jpg,1
wikimedia_Australia_images/133401.jpg,1
wikimedia_Australia_images/133396.jpg,1
wikimedia_Australia_images/133379.jpg,1
wikimedia_Australia_images/133417.jpg,1
wikimedia_Australia_images/133381.jpg,1
wikimedia_Australia_images/133398.jpg,1
wikimedia_Australia_images/134101.jpg,1
wikimedia_Australia_images/134092.jpg,1
wikimedia_Australia_images/134146.jpg,1
wikimedia_Australia_images/134155.jpg,1
wikimedia_Australia_images/134095.jpg,1
wikimedia_Australia_images/134154.jpg,1
wikimedia_Australia_images/134106.jpg,1
wikimedia_Australia_images/134138.jpg,1
wikimedia_Australia_images/133920.jpg,1
wikimedia_Australia_images/133916.jpg,1
wikimedia_Australia_images/133911.jpg,1
wikimedia_Australia_images/133922.jpg,1
wikimedia_Australia_images/133924.jpg,1
wikimedia_Australia_images/133932.jpg,1
wikimedia_Australia_images/133908.jpg,1
wikimedia_Australia_images/133940.jpg,1
wikimedia_Australia_images/133925.jpg,1
wikimedia_Australia_images/133721.jpg,1
wikimedia_Australia_images/133724.jpg,1
wikimedia_Australia_images/133727.jpg,1
wikimedia_Australia_images/133732.jpg,1
wikimedia_Australia_images/133737.jpg,1
wikimedia_Australia_images/133722.jpg,1
wikimedia_Australia_images/133713.jpg,1
wikimedia_Australia_images/133743.jpg,1
wikimedia_Australia_images/133738.jpg,1
wikimedia_Australia_images/133733.jpg,1
wikimedia_Australia_images/134015.jpg,1
wikimedia_Australia_images/134027.jpg,1
wikimedia_Australia_images/133998.jpg,1
wikimedia_Australia_images/134002.jpg,1
wikimedia_Australia_images/134011.jpg,1
wikimedia_Australia_images/134030.jpg,1
wikimedia_Australia_images/134018.jpg,1
wikimedia_Australia_images/134006.jpg,1
wikimedia_Australia_images/134204.jpg,1
wikimedia_Australia_images/134192.jpg,1
wikimedia_Australia_images/134191.jpg,1
wikimedia_Australia_images/134168.jpg,1
wikimedia_Australia_images/134172.jpg,1
wikimedia_Australia_images/134178.jpg,1
wikimedia_Australia_images/134167.jpg,1
wikimedia_Australia_images/134186.jpg,1
wikimedia_Australia_images/133757.jpg,1
wikimedia_Australia_images/133748.jpg,1
wikimedia_Australia_images/133759.jpg,1
wikimedia_Australia_images/133760.jpg,1
wikimedia_Australia_images/133770.jpg,1
wikimedia_Australia_images/133769.jpg,1
wikimedia_Australia_images/133772.jpg,1
wikimedia_Australia_images/133766.jpg,1
wikimedia_Australia_images/133774.jpg,1
wikimedia_Australia_images/133536.jpg,1
wikimedia_Australia_images/133543.jpg,1
wikimedia_Australia_images/133542.jpg,1
wikimedia_Australia_images/133539.jpg,1
wikimedia_Australia_images/133535.jpg,1
wikimedia_Australia_images/133540.jpg,1
wikimedia_Australia_images/133506.jpg,1
wikimedia_Australia_images/133503.jpg,1
wikimedia_Australia_images/133511.jpg,1
wikimedia_Australia_images/133494.jpg,1
wikimedia_Australia_images/133497.jpg,1
wikimedia_Australia_images/133508.jpg,1
wikimedia_Australia_images/133496.jpg,1
wikimedia_Australia_images/133499.jpg,1
wikimedia_Australia_images/133505.jpg,1
wikimedia_Australia_images/133513.jpg,1
wikimedia_Australia_images/134317.jpg,1
wikimedia_Australia_images/134309.jpg,1
wikimedia_Australia_images/134311.jpg,1
wikimedia_Australia_images/134324.jpg,1
wikimedia_Australia_images/134316.jpg,1
wikimedia_Australia_images/134307.jpg,1
wikimedia_Australia_images/134308.jpg,1
wikimedia_Australia_images/134305.jpg,1
wikimedia_Australia_images/134312.jpg,1
wikimedia_Australia_images/133857.jpg,1
wikimedia_Australia_images/133871.jpg,1
wikimedia_Australia_images/133876.jpg,1
wikimedia_Australia_images/133855.jpg,1
wikimedia_Australia_images/133877.jpg,1
wikimedia_Australia_images/133878.jpg,1
wikimedia_Australia_images/133860.jpg,1
wikimedia_Australia_images/133866.jpg,1
wikimedia_Australia_images/134042.jpg,1
wikimedia_Australia_images/134046.jpg,1
wikimedia_Australia_images/134044.jpg,1
wikimedia_Australia_images/134039.jpg,1
wikimedia_Australia_images/134040.jpg,1
wikimedia_Australia_images/134036.jpg,1
wikimedia_Australia_images/134037.jpg,1
wikimedia_Australia_images/134035.jpg,1
wikimedia_Australia_images/134049.jpg,1
wikimedia_Australia_images/133556.jpg,1
wikimedia_Australia_images/133548.jpg,1
wikimedia_Australia_images/133560.jpg,1
wikimedia_Australia_images/133562.jpg,1
wikimedia_Australia_images/133554.jpg,1
wikimedia_Australia_images/133563.jpg,1
wikimedia_Australia_images/133564.jpg,1
wikimedia_Australia_images/133551.jpg,1
wikimedia_Australia_images/133593.jpg,1
wikimedia_Australia_images/133606.jpg,1
wikimedia_Australia_images/133591.jpg,1
wikimedia_Australia_images/133598.jpg,1
